新闻id,时间,标题,内容,链接
2dddab6e2900df9e,2026-05-28 19:31:43,,欧洲央行：通胀风险加剧 据金十数据报道，欧洲央行会议纪要显示，通胀上行风险和经济增长下行风险加剧。疲软的增长可能会在冲突结束后持续很长时间。,https://www.binance.com/zh-CN/square/post/327994176671250
03344353a7a0850d,2026-05-28 19:27:58,,BIS展示跨境交易原子结算原型 BIS表示，Project Agora原型展示了批发跨境交易的原子结算。据NS3报道，报告发现，所有七个参与司法管辖区都能实现结算终局性。加拿大央行将正式加入该联盟，成为第八个央行参与者。,https://www.binance.com/zh-CN/square/post/327993256431698
812e202dcc1994c0,2026-05-28 19:25:05,,法拉利电动车引发批评浪潮 据金十数据报道，法拉利公司首席执行官贝内代托·维尼亚表示，尽管公司首款电动车的外观引发批评，但这辆定价55万欧元的新车已开始收到订单。本周，法拉利首次全面揭晓了“法拉利Luce”的真容。这款纯电动汽车的设计风格一改法拉利传统，引来外界负面评价，并导致公司股价下跌。维尼亚指出，Luce的成败将取决于法拉利的客户群体，并为其高昂售价辩护称“创新是需要付出成本的”。,https://www.binance.com/zh-CN/square/post/327992547594594
4c16e95928194cf6,2026-05-28 19:23:33,,国务院发布城市更新规划 国务院印发《城市更新「十五五」规划》。据 Foresight News 报道，规划提出推动城市治理智慧化精细化，推进城市全域数字化转型，建设城市信息模型（CIM）基础平台。完善 CIM 基础数据库和标准体系，拓展「CIM+」在城市更新中的应用场景。推进房屋建筑和市政设施赋码，建设国家房屋建筑和市政设施基础信息库。推动区块链赋能住房交易、产权登记等，健全国家、省、城市三级城市运行管理服务平台体系，推动城市运行「一网统管」。,https://www.binance.com/zh-CN/square/post/327992171118434
4c34d1d1d05bef55,2026-05-28 19:19:45,,Strategy两周内回购13.8亿美元可转债 Strategy在两周内使用其美元储备中的13.8亿美元回购零息可转债。据NS3报道，其美元储备从年初的21.88亿美元下降63%至今日的8.71亿美元。,https://www.binance.com/zh-CN/square/post/327991236614609
7030f9573f0a91a1,2026-05-28 19:16:11,,香港银行要求客户亲临分行办理业务 自5月底以来，香港多家银行要求客户亲自到分行办理业务。据NS3报道，一些银行拒绝了客户开通投资账户功能的请求。此外，银行和券商也开始对现有账户进行审查。,https://www.binance.com/zh-CN/square/post/327990360866082
0b1ef8adecce83b5,2026-05-28 19:13:56,,Hyperliquid年入8亿美元，市盈率仅14倍 Hyperliquid是一家链上衍生品巨头，未接受风投却实现年收入8亿美元。据PANews报道，该公司永续合约未平仓量位居行业前三，市盈率仅为14倍。Hyperliquid正逐步进化为金融服务平台。,https://www.binance.com/zh-CN/square/post/327989808865346
50924c7c42d36823,2026-05-28 19:03:56,,Arthur Hayes：AI股票独涨，其他赛道走弱 据Odaily星球日报报道，Arthur Hayes在5月22日的播客节目中表示，当下全球资本市场只有AI股票上涨，其他赛道基本全面走弱。Arthur Hayes称，原因包括消费者失业导致需求萎缩、AI巨头占用全球可用信贷，以及各国政府将AI资本支出列为最高优先级，压缩其他行业融资空间。他还表示，这并非整体普涨的牛市，加密市场也只有少数币种走强，对大多数人而言仍是艰难时期。,https://www.binance.com/zh-CN/square/post/327987347689025
bec86baddfe75b91,2026-05-28 19:03:51,,伊朗革命卫队：26艘船只通过霍尔木兹海峡 据Odaily星球日报报道，伊朗伊斯兰革命卫队表示，过去24小时内有26艘船只通过霍尔木兹海峡。获得许可并与海军协调是通过霍尔木兹海峡的必要条件。,https://www.binance.com/zh-CN/square/post/327987327348001
8c3332a7a9dcbaec,2026-05-28 19:03:33,,地缘政治 | 伊朗誓言回应霍尔木兹海峡干扰 据金十报道，伊朗伊斯兰革命卫队表示，伊朗仍在控制和管理霍尔木兹海峡，任何干扰将遭到「果断回应」。据 Foresight News 报道，伊朗强调其在该地区的主权和安全措施。,https://www.binance.com/zh-CN/square/post/327987253447154
064e22783ba45fe8,2026-05-28 18:54:34,,"CME比特币期货和期权实现24/7交易 CME比特币期货和期权现已在Globex平台实现24/7交易。据NS3报道，该交易安排每周日22:00至23:00（UTC）进行60分钟的维护暂停。目前仍有三个未解决的CME缺口，分别位于约80,000美元、78,500美元和略低于70,000美元处。",https://www.binance.com/zh-CN/square/post/327985047049745
b182916169724f9c,2026-05-28 18:48:18,,8Blocks：大多数代币经济学在上线前即失败 8Blocks指出，许多代币项目在上线前就因代币经济学设计不当而注定失败。据 BeInCrypto 报道，常见问题包括深度私募折扣、短期锁定期、缺乏实际用途和过大的空投，这些因素导致代币在流动性出现后面临抛售压力。此外，缺乏有效的TGE后计划也会加剧市场压力，尤其是在市场做市商支持结束时。强大的代币经济学需要在产品进展和市场深度的基础上设计解锁计划，并确保代币在产品中的实际作用。,https://www.binance.com/zh-CN/square/post/327983508560306
6e5b6b513f5368ef,2026-05-28 18:46:26,,BTC跌至4月以来最低点，ETH跌破2000美元 BTC跌至4月13日以来的最低点，ETH跌破2000美元。据CoinDesk报道，美国空袭引发的通胀担忧导致市场波动，近9亿美元的杠杆多头被清算。,https://www.binance.com/zh-CN/square/post/327983047245906
02313b0dd4b25ea2,2026-05-28 18:44:06,,"比特币价格波动或引发清算潮 据 ChainCatcher 报道，Coinglass 数据显示，若 BTC 突破 76,980 美元，主流 CEX 累计空单清算强度将达 27.07 亿美元。反之，若 BTC 跌破 69,760 美元，主流 CEX 累计多单清算强度将达 12.4 亿美元。",https://www.binance.com/zh-CN/square/post/327982475345345
7ae84c12fcc1699d,2026-05-28 18:43:54,,"ETH 价格波动或引发清算潮 据 ChainCatcher 报道，Coinglass 数据显示，若 ETH 突破 2,090 美元，主流 CEX 累计空单清算强度将达 15.41 亿美元。若 ETH 跌破 1,893 美元，主流 CEX 累计多单清算强度将达 6.45 亿美元。",https://www.binance.com/zh-CN/square/post/327982426026802
1ded3d872cdc8c32,2026-05-28 18:43:35,,"AI趋势 | 人工智能计量体系指引发布 据央视新闻，市场监管总局、国家发展改革委联合印发《人工智能计量体系和能力建设指引（2026 版）》，系统布局人工智能计量能力建设。

据 Foresight News 报道，《指引》围绕基础支撑、通用技术、核心技术、计量技术规范、计量服务产业、智能赋能计量等六大部分系统布局，打通实验室创新与行业应用「最后一公里」。针对算法「黑箱」、决策可解释性差等痛点，《指引》部署 AI 系统内部状态监测与表征等关键技术攻关，推动建立人工智能可靠、安全、可信计量标准，实现 AI 技术性能「可测量、可比较、可追溯」。",https://www.binance.com/zh-CN/square/post/327982347233313
746906adaa288df3,2026-05-28 18:43:14,,pension-usdt.eth 增持1亿美元BTC空头头寸 Hyperbot数据显示，pension-usdt.eth将其BTC空头头寸增至1亿美元。据NS3报道，该头寸目前有560万美元的未实现亏损。,https://www.binance.com/zh-CN/square/post/327982263610898
97e0ce92fb5766c2,2026-05-28 18:36:47,,Santiment警告ETH买入情绪或致短期下跌 Santiment警告称，ETH跌破2000美元后，强烈的买入情绪可能预示短期内进一步下跌。据NS3报道，Santiment指出，过于乐观的投资者情绪往往出现在价格进一步走弱之前。,https://www.binance.com/zh-CN/square/post/327980675516737
7c02622981f8d4e5,2026-05-28 18:33:34,,Aave v3 WETH 流动性恢复至事件前水平 Aave v3 WETH 流动性已恢复至事件前水平。据 NS3 报道，sealaunch 数据显示，此次恢复发生在 4 月中旬 rsETH 安全事件引发的 Aave 流动性危机之后。,https://www.binance.com/zh-CN/square/post/327979884549890
49639f5c12dd469a,2026-05-28 18:19:03,,加拿大皇家银行：英欧央行将适度加息 据金十数据报道，加拿大皇家银行预计，英国央行和欧洲央行将适度加息。同时，该行预测美联储和加拿大央行将在2026年维持利率不变。,https://www.binance.com/zh-CN/square/post/327976319871938
f8b7f2db6a3664df,2026-05-28 18:13:45,,以太坊网络使用不需大量持有ETH 据 PANews 报道，ETH 更多是链上金融的基础设施或Gas 费，机构使用以太坊网络并不意味着必须大量持有并囤积 ETH。,https://www.binance.com/zh-CN/square/post/327975017480658
9b2d151bc63eb4ec,2026-05-28 18:10:10,,昀冢科技股票交易异常波动公告 据金十数据报道，昀冢科技发布股票交易严重异常波动公告。公司MLCC业务具有前期资金投入大、投资周期长等特点，尚处于亏损状态。未来若行业竞争加剧、技术发展趋势变化或下游需求变化，项目效益可能不及预期。目前公司MLCC产品主要应用于消费电子领域，暂未应用于AI算力服务器。,https://www.binance.com/zh-CN/square/post/327974134169426
a42fb81351f457f3,2026-05-28 18:07:46,,UniCredit高管称欧洲难以保护加密存款 UniCredit副董事长Elena Carletti表示，欧洲在银行动荡期间可能难以像美国在2023年SVB危机中那样保护与加密货币相关的存款。据NS3报道，Carletti称欧洲无法轻易做出同样的决定。,https://www.binance.com/zh-CN/square/post/327973546642962
fbf446c649ab0221,2026-05-28 18:07:09,,"Strategy持有比特币出现约3%未实现亏损 Strategy持有的比特币出现约3%的未实现亏损，约为19.2亿美元。据NS3报道，该公司持有843,738枚BTC，平均购买价格为75,700美元，而当前BTC交易价格约为73,400美元。",https://www.binance.com/zh-CN/square/post/327973393550786
50f00b1da7a4583c,2026-05-28 18:07:00,,韩国考虑对加密质押和借贷奖励征税 韩国正在审查税收标准，可能对加密质押和借贷奖励征收22%的单独年度税。据NS3报道，国家税务局委托的一份研究报告将质押和借贷归类为《所得税法》下的借贷交易。,https://www.binance.com/zh-CN/square/post/327973356668433
6dde0ffce70df231,2026-05-28 18:03:50,,巨鲸地址减持 Hyperliquid 平台 HYPE 和 Meme 币 PURR 某巨鲸持续减持 Hyperliquid 平台 HYPE 现货，以 TWAP 方式累计卖出约 5.73 万枚。据 BlockBeats 链上侦探报道，该地址还抛售 Hyperliquid 生态 Meme 币 PURR 约 228 万枚。,https://www.binance.com/zh-CN/square/post/327972579329730
1bc3cd640a274a12,2026-05-28 18:00:17,,加密货币总市值逾2.46万亿美元，比特币占有率为59.7% 据CoinMarketCap显示，今日加密货币总市值24625.74亿美元，24小时交易量1053.39亿美元，其中BTC占有率达59.7%。,https://www.binance.com/zh-CN/square/post/327971706803922
315bdca09f07cbcf,2026-05-28 17:57:43,,Shiba Inu或再跌37% Shiba Inu（SHIB）周四下跌近5%，达到年度低点$0.000005236。据NS3报道，Traders Union预测，到明年同期，SHIB可能再下跌37%。,https://www.binance.com/zh-CN/square/post/327971076784626
cdb6d365a3751a1e,2026-05-28 17:44:09,,USDC Treasury在Solana链上新增铸造2.5亿枚USDC 据Odaily星球日报报道，链上数据显示，东八区时间17时26分，USDC Treasury在Solana链上新增铸造2.5亿枚USDC。,https://www.binance.com/zh-CN/square/post/327967743000658
a6944dde5fbfe182,2026-05-28 17:44:04,,"Hyperliquid 上某新地址以 40 倍杠杆抄底做多 416 枚 BTC Hyperliquid 上某新地址完成大额建仓，以 40 倍杠杆抄底做多 416 枚 BTC，建仓均价 73,345 美元，清算价位于 72,429 美元。据 BlockBeats 链上侦探报道，该地址已挂出止盈单，计划于 74,400 美元了结离场。此前，该地址于昨日向平台存入 46.8 万美元后，先行大举做空 BTC，并于半小时前完全平仓，录得盈利 31.1 万美元，回报率达 66.5%。",https://www.binance.com/zh-CN/square/post/327967719438609
39f62274dbfa0188,2026-05-28 17:43:39,,比特币净流入达10.3万枚 据 NS3 报道，链上分析师Axel Adler Jr.表示，比特币交易所流入和稳定币流出正在触发风险规避信号。截至5月26日，比特币30天净流入达到10.3万枚。,https://www.binance.com/zh-CN/square/post/327967619953026
